id,run/V,chi_nsubj|chi_obl:agent
run/mag_1916_430673_cleaned_part21.txt/21,['run/V'],['which/nsubj']
run/mag_1911_465583_cleaned_part26.txt/102,['run/V'],['brooks/nsubj']
run/mag_1927_490177_cleaned_part35.txt/98,['run/V'],['the/nsubj']
run/mag_1918_434477_cleaned_part47.txt/9,['run/V'],['american/nsubj']
run/mag_1913_430541_cleaned_part46.txt/5,['run/V'],['who/nsubj']
run/mag_1917_466610_cleaned_part36.txt/13,['run/V'],['enthusiasm/nsubj']
run/mag_1911_465583_cleaned_part38.txt/41,['run/V'],['most/nsubj']
run/mag_1928_300106_cleaned_part2.txt/46,['run/V'],['seor/nsubj']
run/mag_1917_434797_cleaned_part79.txt/87,['run/V'],['benoni/nsubj']
run/mag_1915_487191_cleaned_part15.txt/64,['run/V'],['all/nsubj']
run/mag_1917_434797_cleaned_part71.txt/17,['run/V'],['lust/nsubj']
run/mag_1927_254711_cleaned_part3.txt/15,['run/V'],['who/nsubj']
run/mag_1928_163573_cleaned_part1.txt/11,['run/V'],['lloyd/nsubj']
run/mag_1912_436646_cleaned_part34.txt/3,['run/V'],['romance/nsubj']
run/mag_1910_430460_cleaned_part35.txt/74,['run/V'],['many/nsubj']
run/mag_1913_465986_cleaned_part26.txt/188,['run/V'],['food/nsubj']
run/fic_1922_1726_cleaned_part1954.txt/4,['run/V'],['buddy/nsubj']
run/news_1913_680335_cleaned_part8.txt/32,['run/V'],['mr.-/nsubj']
run/mag_1923_467616_cleaned_part100.txt/41,['run/V'],['tear/nsubj']
run/mag_1924_430898_cleaned_part12.txt/63,['run/V'],['tourist/nsubj']
run/news_1924_690219_cleaned_part5.txt/124,['run/V'],['occupant/nmod:poss']
run/mag_1925_467923_cleaned_part48.txt/6,['run/V'],['that/nsubj']
run/mag_1916_430685_cleaned_part37.txt/3,['run/V'],['symmetry/nsubj']
run/mag_1916_466528_cleaned_part89.txt/16,['run/V'],['all/nsubj']
run/mag_1921_487245_cleaned_part30.txt/31,['run/V'],['the/nsubj']
run/news_1913_680426_cleaned_part2.txt/98,['run/V'],['devour/amod']
run/mag_1929_490225_cleaned_part54.txt/35,['run/V'],['club/compound']
run/mag_1929_299932_cleaned_part4.txt/33,['run/V'],['mr.-/nsubj']
run/mag_1912_487144_cleaned_part35.txt/33,['run/V'],['that/nsubj']
run/news_1914_681100_cleaned_part1.txt/52,['run/V'],['today/det']
run/news_1911_679815_cleaned_part8.txt/12,['run/V'],['who/nsubj']
run/news_1914_680996_cleaned_part7.txt/4,['run/V'],['attendant/amod']
run/news_1911_679706_cleaned_part7.txt/38,['run/V'],['which/nsubj']
run/mag_1914_430585_cleaned_part51.txt/24,['run/V'],['stream/amod']
run/news_1913_680426_cleaned_part10.txt/21,['run/V'],['car/compound']
run/news_1913_680639_cleaned_part5.txt/37,['run/V'],['comment/nsubj']
run/news_1916_682410_cleaned_part4.txt/105,['run/V'],['which/nsubj']
run/fic_1922_1726_cleaned_part2022.txt/6,['run/V'],['luck/nmod:poss']
run/mag_1928_468381_cleaned_part27.txt/35,['run/V'],['caution/nsubj']
run/news_1912_679988_cleaned_part1.txt/47,['run/V'],['nine/nsubj']
run/news_1920_684893_cleaned_part5.txt/53,['run/V'],['speculation/nsubj']
run/news_1910_678849_cleaned_part4.txt/67,['run/V'],['who/nsubj']
run/news_1920_684893_cleaned_part21.txt/10,['run/V'],['ho/nsubj']
run/news_1923_689220_cleaned_part3.txt/71,['run/V'],['traffic/compound']
run/news_1923_689678_cleaned_part1.txt/84,['run/V'],['dr.-i/nsubj']
run/fic_1922_1726_cleaned_part2052.txt/43,['run/V'],['fancy/nmod:poss']
run/mag_1924_493332_cleaned_part14.txt/6,['run/V'],['which/nsubj']
run/mag_1924_493332_cleaned_part22.txt/46,['run/V'],['which/nsubj']
run/news_1917_683484_cleaned_part1.txt/15,['run/V'],['subscription/nsubj']
run/news_1918_683881_cleaned_part3.txt/34,['run/V'],['some/nsubj']
run/news_1913_680673_cleaned_part3.txt/49,['run/V'],['keeper/nsubj']
run/mag_1920_430831_cleaned_part34.txt/99,['run/V'],['which/nsubj']
run/news_1915_681955_cleaned_part10.txt/17,['run/V'],['that/nsubj']
run/news_1915_682070_cleaned_part13.txt/68,['run/V'],['which/nsubj']
run/news_1918_683847_cleaned_part10.txt/27,['run/V'],['ally/nmod:poss']
run/mag_1924_486376_cleaned_part5.txt/37,['run/V'],['one/nsubj']
run/news_1913_680801_cleaned_part17.txt/28,['run/V'],['ira/nsubj']
run/news_1913_680904_cleaned_part16.txt/3,['run/V'],['thing/nsubj']
run/news_1925_691216_cleaned_part2.txt/77,['run/V'],['that/nsubj']
run/news_1926_693332_cleaned_part3.txt/48,['run/V'],['that/nsubj']
run/news_1915_682070_cleaned_part21.txt/28,['run/V'],['all/nsubj']
run/nf_1921_770811_cleaned_part409.txt/69,['run/V'],['which/nsubj']
run/nf_1923_773769_cleaned_part284.txt/25,['run/V'],['that/nsubj']
run/nf_1921_751181_cleaned_part331.txt/51,['run/V'],['that/nsubj']
run/nf_1921_751975_cleaned_part574.txt/13,['run/V'],['which/nsubj']
run/news_1913_680641_cleaned_part4.txt/39,['run/V'],['which/nsubj']
run/nf_1921_751181_cleaned_part304.txt/113,['run/V'],['which/nsubj']
run/nf_1922_774170_cleaned_part384.txt/95,['run/V'],['talk/nsubj']
run/nf_1923_774223_cleaned_part346.txt/21,['run/V'],['that/nsubj']
run/nf_1922_765874_cleaned_part596.txt/5,['run/V'],['water/amod']
run/nf_1928_774296_cleaned_part532.txt/18,['run/V'],['machine/amod']
run/mag_1924_486376_cleaned_part37.txt/9,['run/V'],['two/nsubj']
run/nf_1921_751181_cleaned_part207.txt/5,['run/V'],['which/nsubj']
run/nf_1922_750735_cleaned_part504.txt/31,['run/V'],['that/nsubj']
run/nf_1928_774296_cleaned_part491.txt/53,['run/V'],['which/nsubj']
run/nf_1921_751181_cleaned_part197.txt/58,['run/V'],['which/nsubj']
run/mag_1927_163137_cleaned_part5.txt/65,['run/V'],['humor/nmod:poss']
run/news_1911_679401_cleaned_part10.txt/28,['run/V'],['ile/nsubj']
run/nf_1928_774305_cleaned_part442.txt/43,['run/V'],['which/nsubj']
run/nf_1920_751773_cleaned_part241.txt/112,['run/V'],['that/nsubj']
run/nf_1929_773486_cleaned_part181.txt/8,['run/V'],['evidence/amod']
run/news_1914_681477_cleaned_part9.txt/93,['run/V'],['none/nsubj']
run/nf_1922_774013_cleaned_part168.txt/41,['run/V'],['tire/nsubj']
run/nf_1914_752870_cleaned_part856.txt/9,['run/V'],['piety/nsubj']
run/nf_1924_773922_cleaned_part65.txt/100,['run/V'],['which/nsubj']
run/mag_1924_253744_cleaned_part9.txt/77,['run/V'],['ritola/nsubj']
run/nf_1928_773409_cleaned_part167.txt/63,['run/V'],['that/nsubj']
run/mag_1926_430942_cleaned_part10.txt/7,['run/V'],['parker/nsubj']
run/mag_1928_468390_cleaned_part53.txt/16,['run/V'],['that/nsubj']
run/nf_1921_759074_cleaned_part166.txt/111,['run/V'],['which/nsubj']
run/news_1916_682568_cleaned_part11.txt/47,['run/V'],['water/nmod:poss']
run/nf_1920_773952_cleaned_part142.txt/91,['run/V'],['this/nsubj']
run/mag_1929_487299_cleaned_part15.txt/83,['run/V'],['feel/nsubj']
run/nf_1925_774041_cleaned_part85.txt/16,['run/V'],['which/nsubj']
run/nf_1928_773409_cleaned_part133.txt/92,['run/V'],['which/nsubj']
run/nf_1920_773952_cleaned_part129.txt/33,['run/V'],['sketch/nsubj']
run/nf_1914_752870_cleaned_part789.txt/101,['run/V'],['*the/nsubj']
run/nf_1921_759074_cleaned_part143.txt/101,['run/V'],['that/nsubj']
run/news_1911_679762_cleaned_part5.txt/3,['run/V'],['sigmund/nsubj']
run/nf_1921_759074_cleaned_part105.txt/120,['run/V'],['story/nsubj']
run/news_1915_682003_cleaned_part5.txt/5,['run/V'],['man/nsubj']
run/nf_1928_773662_cleaned_part97.txt/73,['run/V'],['which/nsubj']
run/nf_1923_773709_cleaned_part323.txt/73,['run/V'],['process/amod']
run/nf_1922_753542_cleaned_part20.txt/60,['run/V'],['that/nsubj']
run/news_1912_680209_cleaned_part4.txt/74,['run/V'],['which/nsubj']
run/nf_1922_752368_cleaned_part87.txt/51,['run/V'],['sullivan/nsubj']
run/mag_1928_164202_cleaned_part2.txt/25,['run/V'],['all/nsubj']
run/nf_1923_773958_cleaned_part94.txt/84,['run/V'],['that/nsubj']
run/nf_1923_774186_cleaned_part303.txt/30,['run/V'],['habit/nsubj']
run/nf_1921_751181_cleaned_part27.txt/17,['run/V'],['which/nsubj']
run/nf_1922_774013_cleaned_part82.txt/42,['run/V'],['that/nsubj']
run/mag_1924_488308_cleaned_part36.txt/81,['run/V'],['spirit/amod']
run/nf_1928_773409_cleaned_part62.txt/12,['run/V'],['some/nsubj']
run/nf_1923_774153_cleaned_part275.txt/145,['run/V'],['which/nsubj']
run/news_1912_680257_cleaned_part2.txt/54,['run/V'],['earnings/nsubj']
run/nf_1921_749568_cleaned_part219.txt/127,['run/V'],['denikin/nsubj']
run/news_1919_684764_cleaned_part6.txt/6,['run/V'],['raymond/nsubj']
run/nf_1926_774096_cleaned_part234.txt/38,['run/V'],['who/nsubj']
run/nf_1922_774013_cleaned_part13.txt/5,['run/V'],['one/nsubj']
run/nf_1928_773409_cleaned_part16.txt/36,['run/V'],['which/nsubj']
run/nf_1922_765874_cleaned_part238.txt/70,['run/V'],['which/nsubj']
run/news_1918_683870_cleaned_part11.txt/84,['run/V'],['that/nsubj']
run/nf_1923_773440_cleaned_part241.txt/59,['run/V'],['all/nsubj']
run/nf_1921_751975_cleaned_part226.txt/6,['run/V'],['mr.-/nsubj']
run/nf_1922_765874_cleaned_part243.txt/29,['run/V'],['water/compound']
run/nf_1923_773709_cleaned_part255.txt/53,['run/V'],['that/nsubj']
run/nf_1923_774223_cleaned_part6.txt/9,['run/V'],['discussion/nsubj']
run/news_1911_679663_cleaned_part9.txt/40,['run/V'],['other/det']
run/mag_1929_163345_cleaned_part1.txt/15,['run/V'],['which/nsubj']
run/nf_1928_773902_cleaned_part168.txt/98,['run/V'],['motor/amod']
run/nf_1922_765874_cleaned_part152.txt/32,['run/V'],['water/nsubj']
run/nf_1927_773959_cleaned_part158.txt/65,['run/V'],['that/nsubj']
run/nf_1928_773902_cleaned_part171.txt/123,['run/V'],['transmit/nsubj']
run/news_1926_692705_cleaned_part2.txt/19,['run/V'],['who/nsubj']
run/nf_1923_773520_cleaned_part135.txt/34,['run/V'],['doll/nsubj']
run/nf_1923_773520_cleaned_part135.txt/133,['run/V'],['mage/nsubj']
run/nf_1929_773656_cleaned_part139.txt/77,['run/V'],['that/nsubj']
run/news_1912_680237_cleaned_part1.txt/34,['run/V'],['automobile/nmod:poss']
run/nf_1927_773959_cleaned_part133.txt/106,['run/V'],['that/nsubj']
run/nf_1927_773670_cleaned_part130.txt/64,['run/V'],['which/nsubj']
run/mag_1927_152052_cleaned_part1.txt/36,['run/V'],['feather/amod']
run/nf_1927_773519_cleaned_part98.txt/21,['run/V'],['expense/nsubj']
run/nf_1921_751975_cleaned_part76.txt/56,['run/V'],['who/nsubj']
run/nf_1925_774365_cleaned_part70.txt/68,['run/V'],['age/nmod:poss']
run/nf_1923_773634_cleaned_part74.txt/111,['run/V'],['opinion/nsubj']
run/nf_1925_773663_cleaned_part75.txt/21,['run/V'],['all/nsubj']
run/nf_1921_749568_cleaned_part76.txt/35,['run/V'],['that/nsubj']
run/nf_1926_773454_cleaned_part63.txt/27,['run/V'],['who/nsubj']
run/nf_1923_773520_cleaned_part45.txt/120,['run/V'],['wit/nmod:poss']
run/nf_1927_773670_cleaned_part55.txt/16,['run/V'],['which/nsubj']
run/nf_1923_773520_cleaned_part49.txt/133,['run/V'],['wit/nmod:poss']
run/nf_1922_765874_cleaned_part46.txt/81,['run/V'],['water/nsubj']
run/mag_1925_447883_cleaned_part22.txt/26,['run/V'],['that/nsubj']
run/nf_1912_754816_cleaned_part678.txt/28,['run/V'],['word/nsubj']
run/nf_1923_773520_cleaned_part24.txt/75,['run/V'],['that/nsubj']
run/nf_1927_773812_cleaned_part26.txt/109,['run/V'],['which/nsubj']
run/nf_1926_773822_cleaned_part2.txt/63,['run/V'],['tycho/nsubj']
run/news_1929_696641_cleaned_part17.txt/39,['run/V'],['well/nsubj']
run/news_1911_679663_cleaned_part4.txt/18,['run/V'],['policeman/nsubj']
run/news_1911_679663_cleaned_part4.txt/114,['run/V'],['winfield/nsubj']
run/news_1923_689554_cleaned_part16.txt/26,['run/V'],['order/nsubj']
run/news_1926_692986_cleaned_part5.txt/28,['run/V'],['earnings/nsubj']
run/news_1928_695615_cleaned_part5.txt/30,['run/V'],['l/nsubj']
run/nf_1911_767101_cleaned_part571.txt/18,['run/V'],['patient/amod']
run/news_1921_687019_cleaned_part16.txt/8,['run/V'],['will/nsubj']
run/news_1929_696086_cleaned_part2.txt/61,['run/V'],['corp/compound']
run/news_1927_693899_cleaned_part6.txt/65,['run/V'],['grimm/nsubj']
run/news_1921_687134_cleaned_part9.txt/20,['run/V'],['action/nsubj']
run/news_1917_683530_cleaned_part27.txt/41,['run/V'],['james/nsubj']
run/news_1921_687210_cleaned_part6.txt/28,['run/V'],['who/nsubj']
run/news_1927_693904_cleaned_part4.txt/49,['run/V'],['gas/nmod:poss']
run/news_1927_694340_cleaned_part2.txt/50,['run/V'],['tear/nsubj']
run/news_1913_680654_cleaned_part2.txt/61,['run/V'],['other/nsubj']
run/news_1929_695819_cleaned_part2.txt/33,['run/V'],['who/nsubj']
run/news_1920_685338_cleaned_part5.txt/30,['run/V'],['wagon/compound']
run/news_1927_694035_cleaned_part4.txt/27,['run/V'],['these/nsubj']
run/news_1927_694051_cleaned_part8.txt/82,['run/V'],['industrials/nsubj']
run/news_1923_689187_cleaned_part1.txt/69,['run/V'],['water/amod']
run/news_1920_685179_cleaned_part5.txt/71,['run/V'],['patron/nsubj']
run/news_1920_685048_cleaned_part5.txt/6,['run/V'],['line/compound']
run/news_1926_692822_cleaned_part11.txt/33,['run/V'],['one/det']
run/mag_1927_487282_cleaned_part42.txt/21,['run/V'],['jesus/nsubj']
run/news_1920_685369_cleaned_part4.txt/32,['run/V'],['miss/nsubj']
run/news_1925_691938_cleaned_part3.txt/10,['run/V'],['robert/nsubj']
run/news_1923_689124_cleaned_part4.txt/13,['run/V'],['sales/nsubj']
run/news_1923_689124_cleaned_part4.txt/32,['run/V'],['sales/nsubj']
run/news_1920_685089_cleaned_part7.txt/22,['run/V'],['idea/nmod:poss']
run/news_1928_694754_cleaned_part18.txt/15,['run/V'],['line/amod']
run/news_1920_685432_cleaned_part7.txt/14,['run/V'],['mind/nmod:poss']
run/nf_1914_773679_cleaned_part180.txt/27,['run/V'],['which/nsubj']
run/news_1924_690129_cleaned_part1.txt/70,['run/V'],['which/nsubj']
run/news_1922_687524_cleaned_part7.txt/17,['run/V'],['jones/nsubj']
run/mag_1925_430926_cleaned_part8.txt/41,['run/V'],['the/nsubj']
run/news_1917_683285_cleaned_part4.txt/68,['run/V'],['hollanders/nsubj']
run/nf_1914_772455_cleaned_part140.txt/19,['run/V'],['that/nsubj']
run/mag_1922_486165_cleaned_part15.txt/25,['run/V'],['which/nsubj']
run/news_1927_693923_cleaned_part2.txt/70,['run/V'],['which/nsubj']
run/mag_1922_486165_cleaned_part17.txt/57,['run/V'],['sociology/nsubj']
run/news_1929_696785_cleaned_part3.txt/112,['run/V'],['who/nsubj']
run/news_1927_693573_cleaned_part1.txt/27,['run/V'],['which/nsubj']
run/news_1924_689755_cleaned_part5.txt/37,['run/V'],['refinery/compound']
run/news_1924_690807_cleaned_part5.txt/37,['run/V'],['small/nsubj']
run/fic_1922_1726_cleaned_part2244.txt/15,['run/V'],['attorney/nmod:poss']
run/news_1928_694652_cleaned_part17.txt/28,['run/V'],['train/nsubj']
run/mag_1929_220071_cleaned_part2.txt/44,['run/V'],['mr.-/nsubj']
run/news_1926_693177_cleaned_part11.txt/44,['run/V'],['smith/nsubj']
run/nf_1913_761343_cleaned_part483.txt/17,['run/V'],['mr.-/nsubj']
run/news_1927_694124_cleaned_part3.txt/63,['run/V'],['driver/nsubj']
run/nf_1912_751478_cleaned_part602.txt/124,['run/V'],['which/nsubj']
run/news_1926_692674_cleaned_part17.txt/32,['run/V'],['london/nsubj']
run/news_1923_689161_cleaned_part2.txt/135,['run/V'],"['offset/nsubj', 'cost/compound']"
run/news_1927_693431_cleaned_part9.txt/45,['run/V'],['that/nsubj']
run/nf_1914_771682_cleaned_part201.txt/86,['run/V'],['nature/nsubj']
run/news_1928_695308_cleaned_part13.txt/7,['run/V'],['who/nsubj']
run/mag_1924_448259_cleaned_part24.txt/61,['run/V'],['everybody/nsubj']
run/nf_1912_753061_cleaned_part206.txt/57,['run/V'],['brenner/nsubj']
run/nf_1917_774235_cleaned_part187.txt/93,['run/V'],['folger/nsubj']
run/news_1923_689058_cleaned_part2.txt/7,['run/V'],['newspaper/nsubj']
run/nf_1917_769392_cleaned_part36.txt/112,['run/V'],['that/nsubj']
run/news_1929_696049_cleaned_part8.txt/40,['run/V'],['coach/compound']
run/news_1923_688977_cleaned_part5.txt/3,['run/V'],['spider/nsubj']
run/nf_1911_748876_cleaned_part492.txt/85,['run/V'],['which/nsubj']
run/news_1920_685394_cleaned_part5.txt/48,['run/V'],['brewery/nsubj']
run/mag_1922_467453_cleaned_part31.txt/61,['run/V'],['that/nsubj']
run/nf_1912_751478_cleaned_part428.txt/13,['run/V'],['some/nsubj']
run/nf_1912_771396_cleaned_part256.txt/129,['run/V'],['14/nsubj']
run/news_1920_684878_cleaned_part4.txt/45,['run/V'],['berger/nsubj']
run/news_1914_681490_cleaned_part37.txt/22,['run/V'],['major/nsubj']
run/mag_1929_468585_cleaned_part18.txt/29,['run/V'],['who/nsubj']
run/nf_1910_773844_cleaned_part170.txt/111,['run/V'],['which/nsubj']
run/nf_1916_773771_cleaned_part184.txt/3,['run/V'],['wheat/nsubj']
run/news_1929_695996_cleaned_part2.txt/50,['run/V'],['bethlehem/nsubj']
run/nf_1910_773859_cleaned_part107.txt/17,['run/V'],['which/nsubj']
run/mag_1927_447188_cleaned_part59.txt/73,['run/V'],['present/nsubj']
run/news_1927_693905_cleaned_part1.txt/63,['run/V'],['that/nsubj']
run/nf_1911_773469_cleaned_part230.txt/35,['run/V'],['abraham/nsubj']
run/news_1927_693851_cleaned_part4.txt/16,['run/V'],['that/nsubj']
run/news_1925_692173_cleaned_part5.txt/91,['run/V'],['ordway/nsubj']
run/nf_1912_753061_cleaned_part42.txt/109,['run/V'],['that/nsubj']
run/mag_1929_220178_cleaned_part1.txt/20,['run/V'],['which/nsubj']
run/news_1929_696873_cleaned_part1.txt/41,['run/V'],['t/det']
run/nf_1911_773754_cleaned_part74.txt/104,['run/V'],['that/nsubj']
run/news_1924_690641_cleaned_part7.txt/95,['run/V'],['that/nsubj']
run/mag_1923_430892_cleaned_part56.txt/43,['run/V'],['romance/nsubj']
run/mag_1925_467930_cleaned_part57.txt/56,['run/V'],['that/nsubj']
run/news_1920_685994_cleaned_part8.txt/48,['run/V'],['richards/nsubj']
run/nf_1919_751191_cleaned_part484.txt/3,['run/V'],['oratory/nsubj']
run/news_1926_693138_cleaned_part1.txt/10,['run/V'],['production/compound']
run/mag_1928_163613_cleaned_part7.txt/33,['run/V'],['who/nsubj']
run/nf_1910_772172_cleaned_part280.txt/62,['run/V'],['that/nsubj']
run/nf_1912_751478_cleaned_part170.txt/103,['run/V'],['pig/nsubj']
run/news_1913_680820_cleaned_part1.txt/95,['run/V'],['train/nmod:poss']
run/mag_1928_490188_cleaned_part5.txt/54,['run/V'],['who/nsubj']
run/nf_1919_751191_cleaned_part324.txt/6,['run/V'],['purpose/nmod:poss']
run/nf_1910_773494_cleaned_part136.txt/74,['run/V'],['walter/nsubj']
run/news_1911_679664_cleaned_part14.txt/3,['run/V'],['man/nsubj']
run/news_1927_693846_cleaned_part9.txt/57,['run/V'],['lieberman/nsubj']
run/mag_1925_490112_cleaned_part40.txt/57,['run/V'],['production/nmod:poss']
run/mag_1928_164095_cleaned_part7.txt/22,['run/V'],['mr.-/nsubj']
run/mag_1924_430907_cleaned_part27.txt/42,['run/V'],['that/nsubj']
run/mag_1920_486120_cleaned_part21.txt/21,['run/V'],['which/nsubj']
run/news_1925_691225_cleaned_part6.txt/57,['run/V'],['wide/advmod']
run/news_1929_696106_cleaned_part5.txt/71,['run/V'],['mill/amod']
run/mag_1925_490104_cleaned_part49.txt/31,['run/V'],['company/compound']
run/mag_1928_468421_cleaned_part44.txt/17,['run/V'],['everyone/nsubj']
run/nf_1919_755484_cleaned_part291.txt/279,['run/V'],['simon/nsubj']
run/mag_1920_430828_cleaned_part54.txt/11,['run/V'],['john/nmod:poss']
run/mag_1928_468421_cleaned_part4.txt/116,['run/V'],['which/nsubj']
run/news_1913_680365_cleaned_part1.txt/24,['run/V'],['which/nsubj']
run/mag_1923_253656_cleaned_part7.txt/54,['run/V'],['excitement/nsubj']
run/nf_1914_766327_cleaned_part299.txt/112,['run/V'],['straightaway/nsubj']
run/news_1927_694155_cleaned_part8.txt/63,['run/V'],['demand/amod']
run/nf_1919_755877_cleaned_part548.txt/15,['run/V'],['which/nsubj']
run/news_1929_696156_cleaned_part3.txt/64,['run/V'],['debate/nsubj']
run/mag_1927_163918_cleaned_part5.txt/26,['run/V'],['rose/nmod:poss']
run/mag_1923_430896_cleaned_part14.txt/49,['run/V'],['which/nsubj']
run/news_1912_680276_cleaned_part9.txt/80,['run/V'],['first/det']
run/nf_1912_774026_cleaned_part158.txt/39,['run/V'],"['engineer/amod', 'another/nsubj']"
run/nf_1911_751578_cleaned_part109.txt/88,['run/V'],['who/nsubj']
run/mag_1929_152166_cleaned_part5.txt/65,['run/V'],['nobody/nsubj']
run/mag_1929_164762_cleaned_part5.txt/84,['run/V'],['who/nsubj']
run/news_1912_679961_cleaned_part9.txt/45,['run/V'],['that/nsubj']
run/mag_1926_490122_cleaned_part8.txt/61,['run/V'],['taste/nsubj']
run/nf_1910_772166_cleaned_part372.txt/4,['run/V'],['olaf/nsubj']
run/mag_1929_152171_cleaned_part1.txt/6,['run/V'],['plant/compound']
run/mag_1929_254324_cleaned_part2.txt/42,['run/V'],['mill/compound']
run/news_1923_688681_cleaned_part2.txt/57,['run/V'],['which/nsubj']
run/news_1910_678874_cleaned_part9.txt/13,['run/V'],['companion/nmod:poss']
run/mag_1925_467930_cleaned_part94.txt/57,['run/V'],['vein/nmod:poss']
run/nf_1910_770902_cleaned_part33.txt/27,['run/V'],['shakespeare/nmod:poss']
run/news_1913_680726_cleaned_part1.txt/74,['run/V'],['engine/compound']
run/news_1916_682440_cleaned_part2.txt/53,['run/V'],['conviction/nsubj']
run/news_1927_694514_cleaned_part8.txt/21,['run/V'],['braverman/nsubj']
run/news_1927_693965_cleaned_part3.txt/13,['run/V'],['frieda/nsubj']
run/news_1924_690591_cleaned_part6.txt/20,['run/V'],['31/nsubj']
run/mag_1928_301087_cleaned_part6.txt/61,['run/V'],['excitement/nsubj']
run/mag_1922_430873_cleaned_part8.txt/68,['run/V'],['that/nsubj']
run/news_1912_679883_cleaned_part14.txt/18,['run/V'],['girl/nsubj']
run/news_1910_678772_cleaned_part17.txt/3,['run/V'],['lupo/nsubj']
run/mag_1929_468570_cleaned_part69.txt/44,['run/V'],['hope/nmod:poss']
run/news_1917_683563_cleaned_part1.txt/21,['run/V'],['expenditure/compound']
run/mag_1920_430837_cleaned_part52.txt/19,['run/V'],['pattern/compound']
run/news_1918_684020_cleaned_part2.txt/5,['run/V'],['several/nsubj']
run/news_1911_679440_cleaned_part24.txt/46,['run/V'],['who/nsubj']
run/news_1917_683371_cleaned_part3.txt/66,['run/V'],['leslie/nsubj']
run/mag_1925_254478_cleaned_part3.txt/82,['run/V'],['all/nsubj']
run/mag_1924_448259_cleaned_part92.txt/11,['run/V'],['who/nsubj']
run/mag_1927_493395_cleaned_part7.txt/50,['run/V'],['which/nsubj']
run/mag_1928_254171_cleaned_part3.txt/30,['run/V'],['any/nsubj']
run/mag_1928_163537_cleaned_part2.txt/35,['run/V'],['that/nsubj']
run/news_1913_680601_cleaned_part1.txt/70,['run/V'],['who/nsubj']
run/news_1916_682605_cleaned_part2.txt/72,['run/V'],['business/nmod:poss']
run/mag_1926_447497_cleaned_part50.txt/67,['run/V'],['company/compound']
run/news_1913_680319_cleaned_part10.txt/73,['run/V'],['that/nsubj']
run/news_1927_693636_cleaned_part2.txt/102,['run/V'],['who/nsubj']
run/news_1927_693636_cleaned_part1.txt/28,['run/V'],['train/nsubj']
run/news_1927_694048_cleaned_part6.txt/37,['run/V'],['fleming/nsubj']
run/news_1911_679776_cleaned_part29.txt/45,['run/V'],['other/det']
run/news_1920_685744_cleaned_part17.txt/36,['run/V'],['train/nsubj']
run/news_1913_680601_cleaned_part36.txt/40,['run/V'],['who/nsubj']
run/mag_1928_300150_cleaned_part1.txt/112,['run/V'],"['borah/nsubj', 'publisher/nsubj']"
run/news_1911_679684_cleaned_part1.txt/79,['run/V'],['which/nsubj']
run/mag_1928_254024_cleaned_part3.txt/43,['run/V'],['toad/compound']
run/news_1913_680685_cleaned_part13.txt/53,['run/V'],['mrs.-/nsubj']
run/news_1918_684073_cleaned_part1.txt/58,['run/V'],['earnings/compound']
run/mag_1927_447225_cleaned_part31.txt/9,['run/V'],['which/nsubj']
run/news_1919_684675_cleaned_part5.txt/15,['run/V'],['veto/nsubj']
run/mag_1923_488315_cleaned_part10.txt/102,['run/V'],['one/nsubj']
run/mag_1927_447225_cleaned_part42.txt/15,['run/V'],['fox/nsubj']
run/news_1912_679981_cleaned_part4.txt/37,['run/V'],['which/nsubj']
run/news_1912_680193_cleaned_part11.txt/5,['run/V'],['man/nsubj']
run/mag_1929_490215_cleaned_part7.txt/33,['run/V'],['john/nsubj']
run/mag_1926_430949_cleaned_part46.txt/37,['run/V'],['who/nsubj']
run/mag_1928_490207_cleaned_part47.txt/46,['run/V'],['that/nsubj']
run/news_1916_682606_cleaned_part6.txt/71,['run/V'],['arc/compound']
run/news_1928_694784_cleaned_part14.txt/22,['run/V'],['tale/nsubj']
run/news_1928_694784_cleaned_part14.txt/79,['run/V'],['production/nsubj']
run/news_1928_694784_cleaned_part15.txt/28,['run/V'],['order/nsubj']
run/mag_1926_163875_cleaned_part7.txt/51,['run/V'],['who/nsubj']
run/mag_1924_253468_cleaned_part1.txt/52,['run/V'],['export/nsubj']
run/mag_1924_493325_cleaned_part29.txt/23,['run/V'],['bailey/nsubj']
run/news_1911_679440_cleaned_part11.txt/41,['run/V'],['everything/nsubj']
run/news_1914_680956_cleaned_part9.txt/117,['run/V'],['last/det']
run/news_1911_679449_cleaned_part4.txt/27,['run/V'],['mr.-/nsubj']
run/news_1914_681234_cleaned_part42.txt/32,['run/V'],['confidence/nmod:poss']
run/news_1918_684012_cleaned_part3.txt/43,['run/V'],['business/nmod:poss']
run/news_1927_693736_cleaned_part2.txt/71,['run/V'],['preparation/nsubj']
run/news_1916_682470_cleaned_part6.txt/49,['run/V'],['who/nsubj']
run/news_1921_687264_cleaned_part15.txt/72,['run/V'],['who/nsubj']
run/mag_1920_430836_cleaned_part7.txt/30,['run/V'],['which/nsubj']
run/news_1911_679747_cleaned_part4.txt/130,['run/V'],['class/amod']
run/mag_1929_468610_cleaned_part36.txt/72,['run/V'],['who/nsubj']
run/news_1924_690997_cleaned_part5.txt/40,['run/V'],"['arid/nsubj', 'engine/nmod:poss']"
run/mag_1925_490087_cleaned_part8.txt/106,['run/V'],['nurmi/nsubj']
run/mag_1925_299631_cleaned_part5.txt/34,['run/V'],['ray/nsubj']
